restaurant_name,country_name,city_name,cuisines
Restaurant Ferroux,France,Saint-Fons,French
Jardin d'Asie 2,France,Saint-Fons,"Asian, Vietnamese"
La Romaine,France,Saint-Fons,"Pizza, Italian"
Carton Rouge,France,Saint-Fons,French
Salam,France,Saint-Fons,
Le Sultan,France,Saint-Fons,
Cafe de la Gare - Chez Roger,France,Saint-Fons,"French, Portuguese, European"
Hanedan,France,Saint-Fons,Turkish
Domino Pizza,France,Caluire et Cuire,
Les Voûtes,France,Caluire et Cuire,"French, European, Gastropub"
Concept Bar,France,Caluire et Cuire,
Le Tresor's Club,France,Caluire et Cuire,French
Ibis Kitchen,France,Caluire et Cuire,French
Le Balzamik,France,Caluire et Cuire,"French, American, Fast food"
Côté Mer,France,Caluire et Cuire,"French, Seafood, European"
Restaurant Le 121,France,Caluire et Cuire,"French, Pub, Gastropub, Moroccan, Mediterranean, Tunisian"
Bodrum,France,Caluire et Cuire,
Dall'Aona,France,Caluire et Cuire,
Chim Pum Callao,France,Caluire et Cuire,South American
Bistrot City Lyon Cité Internationale,France,Caluire et Cuire,French
Le Jardin Perche de Caluire,France,Caluire et Cuire,"French, Cafe, Deli"
Ti Amo,France,Caluire et Cuire,
La Boucherie,France,Caluire et Cuire,French
La Table du Boucher,France,Caluire et Cuire,"French, Steakhouse, International, Barbecue"
L'Air du Temps,France,Caluire et Cuire,French
O Capot,France,Caluire et Cuire,"French, European"
La Terrasse Saint Clair,France,Caluire et Cuire,"French, European"
Le Dompi,France,Caluire et Cuire,"Pizza, Italian"
Le Rouge et le Noir,France,Caluire et Cuire,French
Le Bistrot du Théâtre,France,Caluire et Cuire,French
L'Amorena,France,Caluire et Cuire,French
Regal Glace Caluire,France,Caluire et Cuire,French
Les Saveurs de Saint Clair,France,Caluire et Cuire,"Turkish, Middle Eastern, Fast food"
Au Jean Moulin,France,Caluire et Cuire,French
Le Dome,France,Caluire et Cuire,"French, Bar, Pub"
Pizza Bella,France,Caluire et Cuire,"Pizza, Italian"
La Caleche,France,Caluire et Cuire,"Italian, Pizza, French"
Domino's Pizza,France,Caluire et Cuire,Pizza
La Brioche Doree,France,Caluire et Cuire,
Fond Rose,France,Caluire et Cuire,"Eastern European, French, European, Healthy"
Riva Pizza,France,Caluire et Cuire,"Italian, Pizza"
La Perle Sushi,France,Caluire et Cuire,"Japanese, Sushi, Asian"
La Conversation,France,Caluire et Cuire,"French, International, Deli"
croq fain,France,Caluire et Cuire,Pizza
June Epicerie Caffe,France,Caluire et Cuire,
McDonald's,France,Caluire et Cuire,Fast food
La Casa,France,Caluire et Cuire,"Italian, Pizza"
New Delhi'ce,France,Caluire et Cuire,"Indian, Pakistani, Middle Eastern"
Il Fornello,France,Caluire et Cuire,"Italian, Pizza"
Pizza Web Deauville,France,Saint-Arnoult,
Sospiro,France,Saint-Arnoult,"Italian, Mediterranean, Sardinian, Southern-Italian"
Cote Rive,France,Saint-Arnoult,"French, Bar, European"
La Maison de Steph,France,Saint-Arnoult,"French, Deli"
Le Grand Manège,France,Saint-Arnoult,French
Campanile Deauville Saint Arnoult,France,Saint-Arnoult,French
Lo Stivale,France,Villemomble,"Italian, Pizza"
Le Ver Luisant,France,Villemomble,
Mangez Moi,France,Villemomble,"Italian, American, Pizza, Fast food"
Cafe De La Gare,France,Villemomble,
Kathmandu,France,Villemomble,"Indian, Nepalese"
Broadway Coffee,France,Villemomble,"American, Fast food, Diner, Arabic"
Restaurant Le Sarrasin,France,Villemomble,French
Voodoo Burger,France,Villemomble,"American, African"
Takara,France,Villemomble,"Japanese, Chinese, Asian"
Kikar,France,Villemomble,"Pizza, Italian"
La Couscoussiere,France,Villemomble,"Moroccan, Middle Eastern, Mediterranean, Tunisian"
Le Sevigne,France,Villemomble,
Hiroki Sushi,France,Villemomble,"Japanese, Chinese"
Woodiz,France,Villemomble,Pizza
Sushi Brochette,France,Villemomble,Asian
Domino's Pizza,France,Villemomble,French
O 3 Signatures,France,Villemomble,Fast food
Pizza Hut,France,Villemomble,
Sushisha,France,Villemomble,
Au Bois Doré,France,Villemomble,"Mediterranean, Tunisian"
Subway,France,Villemomble,
Le Berbère,France,Villemomble,"Moroccan, Mediterranean, Middle Eastern"
Pizza Pro,France,Villemomble,Italian
L'Ecurie,France,Villemomble,"Portuguese, European"
Ryoma Sushi,France,Villemomble,"Japanese, Sushi"
Why Not Sushi,France,Villemomble,Sushi
Enzo Express,France,Villemomble,Pizza
Chez Gui,France,Villemomble,French
Sakura Sushi,France,Villemomble,"Japanese, Sushi"
CLASS DALL,France,Villemomble,"Cafe, Fast food"
Speed Rabbit Pizza,France,Villemomble,Pizza
Camion Pizza Giuliano,France,Villemomble,Pizza
Buffalo Grill,France,Villemomble,"American, Steakhouse"
La Mer De Chine Orientale,France,Villemomble,"Asian, Chinese"
Exotic,France,Villemomble,"Asian, Cambodian, Fast food"
Le Royal Workasie,France,Champforgeuil,Chinese
Il Capriccio,France,Champforgeuil,"Italian, Neapolitan, Campania, Southern-Italian, Mediterranean"
Dilek Kebab,France,Champforgeuil,
Le Comptoir du Malt,France,Isneauville,"French, Bar, European"
L'addition,France,Isneauville,French
Le Quattro,France,Isneauville,"French, Italian, Pizza, European"
Lunch Break,France,Isneauville,Fast food
Emma,France,Isneauville,Fast food
le bouchon d Isneauville,France,Isneauville,"French, European"
St Louis Diner,France,Isneauville,European
Sous la Toque D'olivier,France,Isneauville,"French, European, Contemporary"
Saint Louis Diner,France,Isneauville,"American, Barbecue, European, Diner"
Les Maronniers,France,Isneauville,
La Grange de Pepe,France,Vignieu,French
Le Capella,France,Vignieu,"French, European"
Buffalo Grill,France,Sainte-Genevieve-des-Bois,"American, Steakhouse"
Palais De Chine,France,Sainte-Genevieve-des-Bois,"Vietnamese, Chinese, Asian"
L'atelier de Dégustation,France,Sainte-Genevieve-des-Bois,French
La Quincaille Resto Bistro,France,Sainte-Genevieve-des-Bois,French
Bella Italia,France,Sainte-Genevieve-des-Bois,"Italian, Pizza"
Le 212: Burger & Co,France,Sainte-Genevieve-des-Bois,American
Paul,France,Sainte-Genevieve-des-Bois,French
Esprit karaib,France,Sainte-Genevieve-des-Bois,Caribbean
Mani,France,Sainte-Genevieve-des-Bois,"Turkish, Fast food"
Chez La Famille,France,Sainte-Genevieve-des-Bois,"French, Healthy, Gastropub"
Takayale,France,Sainte-Genevieve-des-Bois,"Japanese, Asian, Sushi"
Prima Nata,France,Sainte-Genevieve-des-Bois,"Italian, European"
Bieres a l'Affut,France,Sainte-Genevieve-des-Bois,"Brew Pub, Pub"
O'Tacos,France,Sainte-Genevieve-des-Bois,International
Soleil Levant,France,Sainte-Genevieve-des-Bois,
La Tartine Ludique,France,Sainte-Genevieve-des-Bois,French
Pizza Brava,France,Sainte-Genevieve-des-Bois,
La Pierrade d'Or,France,Sainte-Genevieve-des-Bois,French
At Home Traiteur,France,Sainte-Genevieve-des-Bois,
L'Absolu,France,Sainte-Genevieve-des-Bois,"Bar, Gastropub"
Subway,France,Sainte-Genevieve-des-Bois,
Zaïka,France,Sainte-Genevieve-des-Bois,"Indian, Asian"
Villa Cesar,France,Sainte-Genevieve-des-Bois,
La Table D'Antan,France,Sainte-Genevieve-des-Bois,"French, European, Gastropub"
Babacheesenaan,France,Sainte-Genevieve-des-Bois,"Indian, Middle Eastern, Pakistani, Afghani"
Mister Grill,France,Sainte-Genevieve-des-Bois,
Les Trois Poules,France,Sainte-Genevieve-des-Bois,"Chinese, Japanese, Vietnamese"
El Koutoubia,France,Sainte-Genevieve-des-Bois,"Moroccan, Mediterranean, Middle Eastern"
Hoki Sushi,France,Sainte-Genevieve-des-Bois,"Japanese, Asian, Chinese, Sushi"
Tokyo Sanaya,France,Sainte-Genevieve-des-Bois,"Japanese, Asian"
L'Etoile du Maroc,France,Sainte-Genevieve-des-Bois,"Moroccan, Mediterranean, Middle Eastern"
AU BUREAU,France,Sainte-Genevieve-des-Bois,"French, American, Bar, Pub"
La Maison Creole,France,Sainte-Genevieve-des-Bois,Caribbean
Royal Orient,France,Sainte-Genevieve-des-Bois,"Asian, Thai, Vietnamese, Chinese"
Chez Max,France,Sainte-Genevieve-des-Bois,"Portuguese, European"
Pizza du Donjon,France,Sainte-Genevieve-des-Bois,"Pizza, Italian"
Allo Pizza Andiamo,France,Sainte-Genevieve-des-Bois,
Le Crep'Show,France,Sainte-Genevieve-des-Bois,French
Mezzo di Pasta Ste Genneviève des Bois,France,Sainte-Genevieve-des-Bois,Italian
Au Soleil Italien,France,Sainte-Genevieve-des-Bois,"Italian, Pizza"
Vivaldi Pizzeria,France,Sainte-Genevieve-des-Bois,Italian
miam miam sushi,France,Sainte-Genevieve-des-Bois,"Japanese, Sushi, Asian"
L'Assiette Comtoise,France,Sainte-Genevieve-des-Bois,"French, Swiss"
Le Saint Maurice,France,Sainte-Genevieve-des-Bois,French
sushi bento express,France,Sainte-Genevieve-des-Bois,"Japanese, Sushi, Asian"
L'ESCALE SGDB,France,Sainte-Genevieve-des-Bois,"French, Seafood, European, Gastropub"
Minato,France,Sainte-Genevieve-des-Bois,"Japanese, Asian"
La Petite Note,France,Sainte-Genevieve-des-Bois,"French, European, Portuguese, Eastern European"
Allo Pizza Presto,France,Sainte-Genevieve-des-Bois,
Restaurant Ararat,France,Sainte-Genevieve-des-Bois,
Pizza Hut La Croix Blanche,France,Sainte-Genevieve-des-Bois,Pizza
Fidarna,France,Sainte-Genevieve-des-Bois,
Pomme De Pain,France,Sainte-Genevieve-des-Bois,French
Nouit Traiteur,France,Gilly-sur-Isere,"Asian, Thai"
L'AntrePot,France,Gilly-sur-Isere,
La Table de Rose,France,Gilly-sur-Isere,French
Gilly Gourmet,France,Gilly-sur-Isere,"French, Asian"
A la Bonne Heure,France,Gilly-sur-Isere,"International, French"
Le Kiosque a Pizzas,France,Gilly-sur-Isere,"Italian, Pizza"
L'Anecdote,France,Gilly-sur-Isere,French
McDonald's,France,Gilly-sur-Isere,Fast food
L' Escale,France,Prouvy,French
O Grand Buffet,France,Prouvy,"Chinese, Japanese, Asian"
Le Pilote Restaurant,France,Prouvy,French
Le Colibri,France,Dommartin-les-Cuiseaux,French
Francesca,France,Dommartin-les-Cuiseaux,Italian
La Maison de la Bresse,France,Dommartin-les-Cuiseaux,French
PAUL,France,Dommartin-les-Cuiseaux,
Pomme de Pain,France,Dommartin-les-Cuiseaux,Fast food
Arche Cafétéria,France,Dommartin-les-Cuiseaux,French
Catel Boulangerie,France,Le Petit Quevilly,
Le Miam Burger,France,Le Petit Quevilly,"Mexican, American, Barbecue, Street Food"
Les Wrapettes,France,Le Petit Quevilly,"French, Street Food"
O Verts Galants,France,Le Petit Quevilly,"Fast food, Turkish, Middle Eastern"
Au Bon Accueil,France,Le Petit Quevilly,"Chinese, Japanese, Asian, Vietnamese, Thai"
L'Acropole,France,Le Petit Quevilly,
Le Ptit Plat,France,Le Petit Quevilly,French
Burger King,France,Le Petit Quevilly,
Subway,France,Le Petit Quevilly,
PAUL Le Petit-Quevilly,France,Le Petit Quevilly,"French, Cafe, Fast food, European"
Les Capucines,France,Le Petit Quevilly,"French, European"
Le Roi du Poulet,France,Le Petit Quevilly,"Portuguese, European"
Fujiya sushi - Le Petit Quevilly,France,Le Petit Quevilly,"Japanese, Sushi, Asian"
Buffalo Grill,France,Le Petit Quevilly,Barbecue
Ottoman Palace,France,Le Petit Quevilly,"Turkish, Middle Eastern"
Le Duo,France,Le Petit Quevilly,
Crunchy food,France,Le Petit Quevilly,Fast food
QG,France,Le Petit Quevilly,French
Le Pardaillan,France,Le Petit Quevilly,"French, Bar, Pub"
Au Feu De Bois Maison Hector,France,Le Petit Quevilly,"French, Barbecue"
La Saporita,France,Saint Maurice,Italian
Saveurs et Gourmandises,France,Saint Maurice,"French, Fast food, Arabic"
Sushi One,France,Saint Maurice,
Au Libanais de Saint Maurice,France,Saint Maurice,"Lebanese, Mediterranean, Middle Eastern"
Restaurant Shekina,France,Saint Maurice,
Le Chalet,France,Saint Maurice,"French, Bar, Cafe, Diner"
Delices Mediterraneens,France,Saint Maurice,"Greek, Grill, Lebanese, Mediterranean, Eastern European, Armenian"
Kyriad Paris Est  Bois de Vincennes,France,Saint Maurice,
Juste,France,Saint Maurice,"Pizza, Italian, Bar, Mediterranean"
Piment thaï,France,Saint Maurice,
Bistrot de Lacaze,France,Saint Maurice,"French, European"
Chez Yong,France,Saint Maurice,"Asian, Chinese"
Pizza Vino,France,Saint Maurice,"Italian, Pizza, Mediterranean, European"
Sakura,France,Saint Maurice,"Japanese, Asian"
Aigle Royal,France,Saint Maurice,French
Le Vilareal,France,Saint Maurice,"Portuguese, French, European"
Taj Mahal,France,Saint Maurice,Indian
Secrets de Pains d'Avon,France,Avon,"French, Cafe, Fast food, Soups"
Le Terminus,France,Avon,
Au Rendez Vous des Pecheurs,France,Avon,
L'atelier Culinaire,France,Avon,"Pub, Gastropub"
La Table De Nicolas,France,Avon,French
Domaine du Magnat,France,Avon,"Chinese, Asian"
Buffalo Grill,France,Avon,Steakhouse
Itouya,France,Avon,Japanese
Vale Do Sol,France,Avon,"Portuguese, European"
La Cantine Restaurant Lounge Creperie,France,Avon,
Planet Wok,France,Avon,"Asian, Chinese, Japanese"
McDonald's,France,Avon,
Hôtel Brasserie - Tabac de la Gare,France,Avon,French
Pizza Pazza,France,Avon,"Italian, Pizza"
La P’Tite Auberge,France,Haubourdin,
Le Phenicie,France,Haubourdin,Lebanese
Al Ritrovo,France,Haubourdin,Italian
Le Phenix Bar Haubourdin,France,Haubourdin,Cafe
Columbus Café & Co Auchan Lille-englos,France,Haubourdin,Cafe
Euro Istanbul,France,Haubourdin,"Fast food, Turkish"
La Marmite de Maité,France,Haubourdin,French
Le Picardy,France,Haubourdin,
McDonald's,France,Haubourdin,Fast food
Barabbas,France,Haubourdin,
Subway,France,Chambourcy,Fast food
La Table Italienne,France,Chambourcy,"Italian, Pizza"
La Brasserie,France,Chambourcy,
Au Bureau Chambourcy,France,Chambourcy,"Gastropub, Pub"
Crep'eat,France,Chambourcy,"French, Fast food"
La Croissanterie,France,Chambourcy,
Restaurant Ramires Chambourcy,France,Chambourcy,"Portuguese, European"
Yennenga,France,Chambourcy,African
Maotai,France,Chambourcy,"Asian, Thai, Chinese, Vietnamese"
Class'Croute,France,Chambourcy,Healthy
Hippopotamus,France,Chambourcy,"French, Grill, Steakhouse"
La Criee Chambourcy,France,Chambourcy,"French, Seafood"
Ristorante Del Arte,France,Chambourcy,"Italian, European"
Joebar Pizza,France,Chambourcy,"Pizza, Italian"
McDonald's,France,Chambourcy,
KFC,France,Outreau,Fast food
Foyer Restaurant Le Manihen pour Personnes Agees,France,Outreau,
O Gout du Jour,France,Outreau,French
Sophie Lebreuilly,France,Outreau,"Italian, French, American"
Domino's Pizza,France,Outreau,French
Wok Sun,France,Outreau,"Chinese, Asian, Japanese"
Brasserie de la Ferme,France,Outreau,"French, Bar, Gastropub"
Flunch,France,Outreau,French
La Chope D'or,France,Outreau,"French, Bar, Pub"
McDonald's,France,Outreau,Fast food
14 Repas Services,France,Bretteville Sur Odon,
Nonno,France,Bretteville Sur Odon,"Italian, French, Pizza, European, Wine Bar"
Le Healthy Restaurant,France,Bretteville Sur Odon,French
Folies Douces,France,Bretteville Sur Odon,
Le Mess,France,Bretteville Sur Odon,"French, Dining bars"
Courtepaille,France,Bretteville Sur Odon,"French, Bar, Barbecue, European"
Normandy Cafe,France,Bretteville Sur Odon,
Oncle Scott's Bretteville sur Odon,France,Bretteville Sur Odon,"American, French, Barbecue, Grill"
McDonald's,France,Bretteville Sur Odon,Fast food
L'olympe,France,Bretteville Sur Odon,"Turkish, Middle Eastern, Fast food, Street Food"
L'Escale Gourmande,France,Mers-les-Bains,French
Les Mouettes,France,Mers-les-Bains,"French, Seafood, European, Healthy"
Chez les Filles,France,Mers-les-Bains,French
Le Bistrot Saint André,France,Mers-les-Bains,"French, European, Gastropub"
La Ronde des Thés,France,Mers-les-Bains,French
Boulangerie Marie Blachere,France,Mers-les-Bains,
Les Embruns,France,Mers-les-Bains,French
La Terrasse,France,Mers-les-Bains,French
Buffalo Grill,France,Mers-les-Bains,"Steakhouse, French, Bar, Grill, Pub"
Flunch,France,Mers-les-Bains,French
Le Bellevue Beaurivage,France,Mers-les-Bains,"Seafood, French"
Roots,France,Mers-les-Bains,"French, Spanish"
Restaurant Octopussy,France,Mers-les-Bains,"French, Bar, European"
Map'Monde,France,Mers-les-Bains,French
Hôtel Le Parisien,France,Mers-les-Bains,"French, Seafood"
Le Bowl in Cafe,France,Mers-les-Bains,French
Au Bureau,France,Mers-les-Bains,"American, French"
Le Comptoir du Malt,France,Mers-les-Bains,"French, Bar, European"
McDonald's,France,Mers-les-Bains,"American, Fast food"
Au P'tit Marmiton,France,Ploeren,
Burger King,France,Ploeren,"American, Fast food"
L'Antre de Nous,France,Ploeren,French
Le Café D'eléonore - Jean Galloyer,France,Ploeren,French
Buffalo Grill,France,Ploeren,"French, American, Steakhouse, European"
Le Petit Marmiton,France,Ploeren,French
Le Temps D'une Crepe,France,Ploeren,"French, European"
Saveurs du Monde,France,Ploeren,"Middle Eastern, Afghani"
La Fine Bouche,France,Ploeren,"Italian, Pizza, Seafood"
La table de Nicole,France,Ploeren,French
Le Bayou,France,Ploeren,French
Le Regal,France,Saint Christol Les Ales,
Le Jardin de William,France,Saint Christol Les Ales,French
Chez Nous,France,Saint Christol Les Ales,French
Boulangerie Marie Blachere,France,Saint Christol Les Ales,
Les Jardins de l'Atelier,France,Saint Christol Les Ales,French
Green cantina,France,Saint Christol Les Ales,"American, Fast food, Street Food"
Le Délice Cévenol,France,Saint Christol Les Ales,French
Le Mabouya,France,Saint Christol Les Ales,Caribbean
Restaurant L'andali,France,Saint Christol Les Ales,"French, Mediterranean"
Restaurant Le Mas,France,Saint Christol Les Ales,French
Sergio Pizza,France,Saint Christol Les Ales,"Italian, Pizza"
Pizza Pinocchio,France,Saint Christol Les Ales,"Italian, Pizza"
crossroad cafeteria,France,Pontault Combault,
Resto alinea,France,Pontault Combault,"Italian, French, Mediterranean"
Bollywood Palace,France,Pontault Combault,Indian
L'Horloge,France,Pontault Combault,"Portuguese, French, European"
Eat Sushi,France,Pontault Combault,"Japanese, Sushi, Asian, Fusion"
Dim Sum,France,Pontault Combault,"Japanese, Asian, Chinese"
Burger King,France,Pontault Combault,"Fast food, American"
Shanghai Wok,France,Pontault Combault,"Chinese, Japanese, Asian"
Le Bellevue,France,Pontault Combault,French
O Tacos,France,Pontault Combault,Mexican
Brioche Doree,France,Pontault Combault,
Sweet And Salt,France,Pontault Combault,
Pedra Alta,France,Pontault Combault,"Seafood, Mediterranean, European, Portuguese"
Le Riz Cantonais,France,Pontault Combault,"Chinese, Asian, Vietnamese"
Gujral,France,Pontault Combault,"Indian, Middle Eastern, Pakistani"
La Pause Gourmande,France,Pontault Combault,Fast food
Del Arte Pontault-Combault,France,Pontault Combault,"Italian, Pizza"
Pizzeria le Pingouin,France,Pontault Combault,Pizza
Le Mandarin,France,Pontault Combault,"Chinese, Asian, Vietnamese, Thai"
Domino's Pizza,France,Pontault Combault,French
Pizza Hut,France,Pontault Combault,"Pizza, Italian"
Istanbul Kebap,France,Pontault Combault,"Turkish, Greek, Uzbek"
African Evasion,France,Pontault Combault,African
Poulets Pedro,France,Pontault Combault,
Le Churrasco,France,Pontault Combault,
Terra e Gusto,France,Pontault Combault,"Italian, Sicilian, Southern-Italian"
Ristorante Del Arte  Les 4 Chenes,France,Pontault Combault,
Pizza Time's,France,Pontault Combault,
Antalya Grill,France,Pontault Combault,
KFC,France,Pontault Combault,American
Chrono Sushi,France,Pontault Combault,"Japanese, Sushi, Asian"
Royal Pontault,France,Pontault Combault,Chinese
Le Val D'aoste,France,Pontault Combault,Italian
Hippopotamus,France,Pontault Combault,"French, Steakhouse, Grill"
L'Etoile du Maroc,France,Pontault Combault,"Moroccan, Middle Eastern, Mediterranean"
Terra latina,France,Pontault Combault,"European, Portuguese"
Mcdonald's Pontault-Combault,France,Pontault Combault,Fast food
Cafe d paris,France,Pontault Combault,French
Pontault Sushi,France,Pontault Combault,"Japanese, Sushi, Asian"
Luna Rossa,France,Pontault Combault,Italian
Buffalo Grill,France,Pontault Combault,Steakhouse
McDonald's,France,Pontault Combault,Fast food
Poivre Rouge,France,Pontault Combault,French
Shinjuku,France,Pontault Combault,"Chinese, Japanese, Sushi, Asian"
Quick,France,Pontault Combault,Fast food
Bistrot Saint Jean,France,Flers,
Restaurant Le Plancaion,France,Flers,
Domino's Pizza,France,Flers,Pizza
Le Relais du Pont de Vere,France,Flers,"European, Central European"
Palais d'eEmeraude,France,Flers,"Japanese, Chinese"
Taverne La,France,Flers,"French, Pub, Bar"
Bowling des Closets Restaurant,France,Flers,French
La Nostra,France,Flers,"Italian, European"
La Toscane,France,Flers,"Italian, Pizza"
Le Cockpit,France,Flers,"French, Bar, European"
Isken grill,France,Flers,"Seafood, Barbecue, Turkish"
Brasserie Le Capricorne,France,Flers,"French, Bar, Pub"
La Saladerie,France,Flers,Fast food
le beverl'inn,France,Flers,French
Le resto du 120,France,Flers,French
Au Bout de la Rue,France,Flers,"French, European"
Al Dente,France,Flers,"Italian, European"
brasserie st.germain,France,Flers,"Turkish, French"
Crep’box,France,Flers,Fast food
Docteur Piz',France,Flers,"Pizza, Fast food"
Bharati,France,Flers,"Indian, Middle Eastern, Pakistani"
Brasserie Les 5 Becs,France,Flers,"French, Bar, European, Deli"
Les Vieilles Pierres,France,Flers,"French, European"
McDonald's,France,Flers,Fast food
La sqala,France,Flers,"Moroccan, Mediterranean, Middle Eastern, Tunisian"
La Parenthèse,France,Flers,French
Le Bosphore,France,Flers,"Turkish, Mediterranean, Greek, Vietnamese"
La Régal'ette,France,Flers,French
Lebossé Denis,France,Flers,
La Cafet,France,Flers,
Sedona Cafe,France,Flers,"French, Bar, Cafe, European, Pub"
Istanbul Grill,France,Flers,Turkish
Buffalo Grill,France,Flers,"American, South American, Central American"
Le Sixties Diners,France,Flers,American
Le Petit Bistrot,France,Flers,
L'Imprevu,France,Flers,French
Les Fromagers du Mont-Royal,France,Estancarbon,French
Le Gavastous,France,Estancarbon,"French, European"
Buffalo Grill,France,Estancarbon,"French, Barbecue, Steakhouse"
Fujin imperial buffet,France,Estancarbon,"Chinese, Asian, Thai, Vietnamese, Japanese"
Le Refuge Café Restaurant,France,Estancarbon,"French, Grill"
Crescendo Restaurant,France,Estancarbon,French
McDonald's,France,Estancarbon,Fast food
L'ecole buissonniere,France,Chateaubriant,French
Le Restaurant Bar Tabac Le Gourguenez,France,Chateaubriant,
Resto Novo,France,Chateaubriant,French
Crêperie Ker Gwladys,France,Chateaubriant,French
Restaurant Etoile BriaN,France,Chateaubriant,"Chinese, Sushi, Thai, Diner, Asian"
La Ferriere,France,Chateaubriant,"French, European, Deli, Contemporary, Pub, Gastropub"
A la Roma,France,Chateaubriant,"Italian, Pizza, European"
L'Arlequin,France,Chateaubriant,Pizza
La Croisette,France,Chateaubriant,French
Le Paris Ocean,France,Chateaubriant,French
L'ile Aux Saveurs Gourmandes,France,Chateaubriant,"French, Italian, American, Mediterranean, Barbecue"
Domino's Pizza,France,Chateaubriant,Pizza
Auberge Bretonne,France,Chateaubriant,"French, European, International"
Cafeteria le Bistrot du Marche,France,Chateaubriant,
The Endless Burger,France,Chateaubriant,"American, French, Fast food"
Le Newtown,France,Chateaubriant,French
Le Jal's Chateaubriant,France,Chateaubriant,French
Le Bistro,France,Chateaubriant,Cafe
Au Vieux Castel,France,Chateaubriant,"French, Barbecue"
Le Bilig,France,Chateaubriant,French
Le Victor Hugo,France,Chateaubriant,"Pizza, Italian, European, Contemporary"
Buffalo Grill,France,Chateaubriant,"Steakhouse, International"
La Cappadoce,France,Chateaubriant,"Fast food, Turkish, Middle Eastern"
Les Mets Tisses,France,Chateaubriant,French
Le Royal Kebap,France,Chateaubriant,"Turkish, Middle Eastern"
L'amazone,France,Chateaubriant,"French, European"
La Muraille de Chine,France,Chateaubriant,"Chinese, Vietnamese, Asian, Thai"
McDonald's,France,Chateaubriant,Fast food
Chez Gus,France,Chateaubriant,French
Bar Hotel Restaurant le Quai 3,France,Chateaubriant,French
Croissant Dore,France,Chateaubriant,Fast food
Le Surcouf,France,Redon,French
Street & Co,France,Redon,
L'Eolienne,France,Redon,
L'Osmose Restaurant,France,Redon,French
Wok 35,France,Redon,"Chinese, Asian"
Hôtel - Restaurant Chandouineau,France,Redon,French
Chandouineau,France,Redon,French
McDonald's,France,Redon,Fast food
Patates Et Compagnie,France,Redon,"French, European"
La Bogue,France,Redon,"French, European"
BOK & Co.,France,Redon,French
Boulangerie Marie Blachere,France,Redon,
Creperie l'Akene,France,Redon,French
C' joliment bon,France,Redon,
Burger King,France,Redon,
Subway,France,Redon,
Pizzeria Delarte,France,Redon,"Italian, Pizza"
Pendafrica,France,Redon,African
Penafrica,France,Redon,African
Cocotte Brasserie & Rôtisserie,France,Redon,French
Domino's Pizza Redon,France,Redon,
L'Ile aux grillades,France,Redon,"French, Barbecue, European"
L'Asphodèle,France,Redon,French
Au fil de l'eau,France,Redon,French
La minoterie,France,Redon,"French, European, Bar, Deli, Pub"
Le Redonnais Bar Brasserie,France,Redon,"French, Bar, Cafe, European, Pub"
Le central,France,Redon,
L'echo du Sarrasin,France,Redon,French
Saveurs D'Asie,France,Redon,"Asian, Chinese"
La Cuillere en Bois,France,Redon,"French, Seafood, Grill"
Patisserie Olivier et Noelle Perrichet,France,Redon,
La Marina,France,Redon,French
Le Poséidon,France,Redon,"French, European"
Auberge de Courée,France,Redon,French
Restaurant Pédagogique de l'Érea,France,Redon,
Brasserie Des Halles,France,Redon,French
L'appart,France,Redon,
La Tavarn Des Korrigans,France,Redon,French
Morinais,France,Redon,
Buffalo Grill,France,Redon,"French, Barbecue"
L'Improbable Petite Restaurant/Shop,France,Redon,"French, European"
Cine Cafe,France,Redon,"Cafe, International"
Quickly Gourmet,France,Redon,Fast food
Boulangerie Marie Blachere,France,Ecole-Valentin,
McDonald's,France,Ecole-Valentin,Fast food
Campanile Besancon Ecole,France,Ecole-Valentin,French
Pub de l'abbaye,France,Ecole-Valentin,French
Bistrot De Valentin,France,Ecole-Valentin,"French, European"
Le Relais de la Croisee des Routes,France,Ecole-Valentin,French
Au Bureau Besançon Valentin,France,Ecole-Valentin,"French, European, Pub"
A la bonne heure,France,Ecole-Valentin,French
D8 Bar Restaurant Tabac,France,Monterrein,"French, Italian, Pizza"
Aux bonnes joues,France,Monterrein,"Italian, French, Deli, European"
Pizza Juve,France,Ensisheim,"Italian, Pizza"
O Tea Cafe,France,Ensisheim,
Restaurant La Couronne,France,Ensisheim,"French, European"
Patisserie Ruthmann,France,Ensisheim,Cafe
Ruthmann Patisserie,France,Ensisheim,Cafe
AU Boeuf Rouge,France,Ensisheim,"French, European"
La Villa Du Meunier Ensisheim,France,Ensisheim,"French, European"
Restaurant La Flamme,France,Ensisheim,French
Planet'pizza Le Resto,France,Ensisheim,Italian
La Diligence,France,Ensisheim,"French, European"
Le Kellian,France,Ensisheim,Turkish
Un coin a Part,France,Saint-Dalmas-de-Tende,French
Le Prieure Restaurant,France,Saint-Dalmas-de-Tende,"French, Italian"
Le Loup Bleu,France,La Motte-d'Aigues,"French, Mediterranean, European"
Café du Lac,France,La Motte-d'Aigues,"French, Mediterranean"
Chambres d'hotes La Cabriole à coté d'Amboise,France,Civray-de-Touraine,French
Hotel Chateau de L'Isle,France,Civray-de-Touraine,French
BistrotQuai,France,Civray-de-Touraine,French
L'Auberge Des Moulins,France,Pont-les-Moulins,French
Restaurant Les Marronniers,France,Lanquais,"French, European"
Le Bistro Fleuri,France,Villerville,"International, Wine Bar, French, European, British"
