restaurant_name,country_name,city_name,cuisines
Auberge Randals Bison,France,Lanuejols,American
Restaurant Le Bel Air,France,Lanuejols,French
Auberge Le Repère,France,Mayres-Savel,French
Hotel Restaurant des Trois Pigeons,France,Chenay,French
La Cave Au Gerome,France,Le Tholy,"Brew Pub, Fast food, Pub, Wine Bar"
Au Chant du Bois,France,Le Tholy,French
Le Chaud Costet,France,Le Tholy,
Auberge Au Pied de La Grande Cascade,France,Le Tholy,French
O'Creux Gourmand,France,Le Tholy,French
Auberge Jeanne d'Arc,France,Sainte-Catherine-de-Fierbois,"French, European"
La Gazza Ladra,France,Hallennes-lez-Haubourdin,Italian
Le Terrier,France,Hallennes-lez-Haubourdin,"French, Belgian, Brew Pub, European"
Auberge La Bonne Cote,France,Hallennes-lez-Haubourdin,French
Le Grill du Moulin,France,Hallennes-lez-Haubourdin,"French, Grill"
Dolce Ristorante Hallennes,France,Hallennes-lez-Haubourdin,Italian
Rumours Resto Baroque,France,Hallennes-lez-Haubourdin,"French, Gastropub"
Laeti Delices,France,Hallennes-lez-Haubourdin,Soups
Cafe  le Meridien,France,Vermenton,"French, European"
Pizz n' Pan Vermenton,France,Vermenton,"Italian, Pizza"
Le Cosy Restaurant,France,Lannoy,"French, European"
Amelie,France,Lannoy,
Chez Quynh,France,Lannoy,Asian
Gîte de Loubaresse,France,Loubaresse,French
Le Drop,France,Loubaresse,"French, Bar, Fast food, Pub"
La Sulege,France,Loubaresse,
le beau site,France,Loubaresse,"French, European"
Auberge Paysanne Valaix Pascal,France,Loubaresse,French
Beau Site - Hotel Restaurant Garabit - Loubaresse,France,Loubaresse,French
Auberge du Grand Champ,France,Montmarault,French
Restaurant KAAN,France,Montmarault,Turkish
Le Marcellais,France,Montmarault,French
Auberge du Grand Champ,France,Montmarault,Cafe
Bar Central,France,Montmarault,French
Centrotel,France,Montmarault,"French, European"
Le Bocage,France,Montmarault,"French, European"
Restaurant Hotel de France,France,Montmarault,"French, European"
Le Méditerranée,France,Montmarault,"Italian, Fast food, Turkish"
Auberge du Cheval Blanc,France,Thouarce,French
Les terrasses de bonnezeaux,France,Thouarce,French
Amore piattu,France,Levie,Fast food
A Funtanedda Livia,France,Levie,"French, Bar, Seafood, Barbecue, Healthy"
Ô Camion,France,Levie,Pizza
Le salon,France,Levie,"Bar, Pub"
La Pergola,France,Levie,French
A Pignata Restaurant,France,Levie,French
U Spuntinu,France,Levie,"French, International"
Cafe du Progres,France,Levie,"Pizza, Italian, French, European"
La Remise,France,Antraigues-sur-Volane,French
Crêperie La Bogue,France,Antraigues-sur-Volane,French
Cool Café,France,Antraigues-sur-Volane,French
Auberge La Castagno,France,Antraigues-sur-Volane,French
La Montagne,France,Antraigues-sur-Volane,"French, European"
La Bealière,France,Antraigues-sur-Volane,French
Lo Podello,France,Antraigues-sur-Volane,French
Le Cafe des Serres,France,Antraigues-sur-Volane,French
La Ribote,France,Plevenon,French
Le Petit Galet,France,Plevenon,"French, European"
Boulangerie Aux Délices du Cap,France,Plevenon,French
TY Faitaud,France,Plevenon,French
Le cap Frehel,France,Plevenon,"French, European"
Au P’tit Gourmand,France,Bondoufle,
La Toscane,France,Bondoufle,
Restaurant Del Arte,France,Bondoufle,Italian
Aaron pizza,France,Bondoufle,Pizza
Fournil du Village,France,Bondoufle,Street Food
La Pétrissée,France,Bondoufle,Street Food
La Vigne Auberge,France,Bondoufle,French
Restaurant du golf de Val-Grand,France,Bondoufle,"French, European"
Le Delice Sandwich Pizza,France,Bondoufle,"Pizza, Fast food"
Noboru,France,Bondoufle,"Japanese, Asian, Chinese"
Au Comptoir des Artistes,France,Bondoufle,French
Little Saigon,France,Bondoufle,"Asian, Thai, Vietnamese"
La cabane,France,Daon,"Brew Pub, Bar, Barbecue, Grill, Pub, Wine Bar"
La Taverne,France,Daon,French
Oncle Scott The Country Restaurant,France,Buchelay,"French, American"
Flunch,France,Buchelay,French
Del Arte Buchelay,France,Buchelay,Italian
Le Gallia,France,Buchelay,
Ayako Sushi Buchelay,France,Buchelay,"Japanese, Sushi, Asian"
Ristorante Del Arte  Buchelay,France,Buchelay,
Quick,France,Buchelay,Fast food
Steak 'n Shake,France,Buchelay,"American, Fast food"
Bistruck Buchelay,France,Buchelay,American
Baguette Chaude,France,Buchelay,Fast food
Leon de Bruxelles,France,Buchelay,"French, Belgian, Seafood, European"
Courtepaille,France,Buchelay,"Steakhouse, French"
Le Palais de Buchelay,France,Buchelay,"Chinese, Asian, Japanese"
Le Dragon du Soleil,France,Buchelay,Asian
McDonald's,France,Buchelay,"American, Fast food"
L Alpiamar,France,Chatillon-sur-Seine,
Ali Baba Restaurant,France,Chatillon-sur-Seine,
Tipaza,France,Chatillon-sur-Seine,"Moroccan, Mediterranean"
L'Evidence,France,Chatillon-sur-Seine,"French, Contemporary"
Serge Barbier,France,Chatillon-sur-Seine,
Trendy Lounge and Bar,France,Chatillon-sur-Seine,French
Restaurant Grill Creperie l'Octroi,France,Chatillon-sur-Seine,French
Bar Le Cadran,France,Chatillon-sur-Seine,
La Cote D'Or,France,Chatillon-sur-Seine,"French, European"
O' délice d'Ommy,France,Chatillon-sur-Seine,
Au Tournedos,France,Chatillon-sur-Seine,French
Hotel restaurant de la Montagne,France,Chatillon-sur-Seine,French
O'Mil'Pates,France,Chatillon-sur-Seine,"Italian, French, European"
Le Bistro,France,Chatillon-sur-Seine,French
Le Saint Vorles,France,Chatillon-sur-Seine,"French, Bar, Pub"
Tsukiji Restaurant Japonais,France,Chatillon-sur-Seine,"Japanese, Asian, Grill, Sushi"
Le Phoenix D'or,France,Chatillon-sur-Seine,"Chinese, Asian, Vietnamese"
Chez Charlotte,France,Masseube,French
Petit Routier,France,Masseube,French
La Grange,France,Masseube,French
Les 2 L,France,Masseube,"Pizza, Italian, French"
Beers & Co,France,Lambres-lez-Douai,"French, American, Bar, Gastropub"
Fabulous Pizza,France,Lambres-lez-Douai,
Boulangerie Marie Blachere,France,Lambres-lez-Douai,
Kfc,France,Lambres-lez-Douai,"American, Fast food"
Buffalo Grill,France,Lambres-lez-Douai,"American, Steakhouse"
Snack N'roll,France,Lambres-lez-Douai,
Burger King Douai - Lambres,France,Lambres-lez-Douai,"Fast food, American"
Au Ch'Ti Gourmand,France,Lambres-lez-Douai,French
Friterie La Lambrésienne,France,Lambres-lez-Douai,
Virginie Cuiz'in,France,Montlhery,
L'Intervalle,France,Montlhery,French
Del Arte Monthlery,France,Montlhery,"Pizza, Italian"
La Charrette,France,Montlhery,French
Leon de Bruxelles,France,Montlhery,"French, Belgian, Seafood, European"
Le 212 Burger,France,Montlhery,
Aarchna 91,France,Montlhery,
Feel Good,France,Montlhery,"French, Healthy"
O'Bistro,France,Montlhery,French
New Japan,France,Montlhery,"Japanese, Sushi"
Au Palais De Marrakech,France,Montlhery,"Moroccan, Mediterranean, Middle Eastern"
Oki,France,Montlhery,"Japanese, Asian, Sushi"
La Fringale,France,Montlhery,French
Buffalo Grill,France,Montlhery,
Stop Pizza,France,Montlhery,"Italian, Pizza"
La Table a Crepes,France,Montlhery,French
L'oeillet Rouge,France,Montlhery,"French, European, Portuguese"
McDonald's,France,Montlhery,Fast food
Choko's,France,Montlhery,
Au petit creux,France,Pace,French
Kyushu,France,Pace,"Japanese, Sushi, Asian"
Rue 18,France,Pace,"French, European"
Del Arte Pace,France,Pace,"Italian, Pizza, European"
Canadian Steak House,France,Pace,"French, American, Canadian"
Burger King,France,Pace,American
Domino's Pizza,France,Pace,Pizza
Les Cafés Félix,France,Pace,Cafe
Le Saint Melaine,France,Pace,"French, European"
Léon Le Cochon l'Auberge,France,Pace,French
La Griotte,France,Pace,French
Courtepaille,France,Pace,"French, Steakhouse"
Le Crocodile,France,Pace,"French, Barbecue"
Le Bistrot Saveurs,France,Pace,"French, European"
Ikea Restaurant,France,Pace,"Swedish, European"
McDonald's,France,Pace,"American, Fast food"
Le Rialto,France,Pace,"Italian, Pizza, French"
Coq N'Pat by Yannick,France,Pace,"French, Bar, Pub"
La Bulle,France,Pace,
Le Relais De Pace,France,Pace,
Tendre & Fondue,France,Saint-Orens-de-Gameville,French
Le Sud,France,Saint-Orens-de-Gameville,
O Pas Sage,France,Saint-Orens-de-Gameville,"French, European"
Starbucks Coffee Saint-Orens,France,Saint-Orens-de-Gameville,Cafe
Bistro Régent Saint-Orens-de-Gameville,France,Saint-Orens-de-Gameville,"American, Fast food, French"
Del Arte Saint-Orens-de-Gameville,France,Saint-Orens-de-Gameville,Italian
Pizza Bonici,France,Saint-Orens-de-Gameville,"Italian, American, Pizza, Fast food"
Pizzeria Del Fratés,France,Saint-Orens-de-Gameville,"Italian, Pizza, Romana, Lazio, Central-Italian"
Jap’n wok,France,Saint-Orens-de-Gameville,Japanese
Brioche Doree,France,Saint-Orens-de-Gameville,French
Zen Asie,France,Saint-Orens-de-Gameville,"Asian, Vietnamese"
Domaine du Bousquet,France,Saint-Orens-de-Gameville,French
Le 35,France,Saint-Orens-de-Gameville,French
Boulangerie Ange St Orens,France,Saint-Orens-de-Gameville,French
Le Keudu,France,Saint-Orens-de-Gameville,French
La Pitcholina,France,Saint-Orens-de-Gameville,"French, Mediterranean, European, Spanish"
Pizza Del Arte,France,Saint-Orens-de-Gameville,Pizza
Pizza la Calzone,France,Saint-Orens-de-Gameville,"Italian, Pizza, French, Grill"
Agape Kreol,France,Saint-Orens-de-Gameville,"Mexican, Indian, Brazilian, Cajun & Creole, South American"
Le Dynastie,France,Saint-Orens-de-Gameville,"Chinese, Asian, Japanese"
Tutti Pizza Saint Orens,France,Saint-Orens-de-Gameville,Pizza
Le Toyama,France,Saint-Orens-de-Gameville,"Japanese, Sushi, Asian"
McDonalds Saint Orens,France,Saint-Orens-de-Gameville,
l'Orchidee D'asie,France,Saint-Orens-de-Gameville,"Chinese, Asian, Thai, Vietnamese"
Burger King,France,Saint-Orens-de-Gameville,"American, Fast food"
Les Douceurs du Liban,France,Villebon-sur-Yvette,"Lebanese, Mediterranean"
Meal Event,France,Villebon-sur-Yvette,European
Del Arte Villebon-sur-Yvette,France,Villebon-sur-Yvette,"Italian, European"
L'Acadie,France,Villebon-sur-Yvette,
La Beyrouthine,France,Villebon-sur-Yvette,"Lebanese, Mediterranean"
231 East Street Villebon,France,Villebon-sur-Yvette,American
Pizza Plus,France,Villebon-sur-Yvette,"Pizza, Fast food"
La Tour du Maroc,France,Villebon-sur-Yvette,"Moroccan, Middle Eastern, Mediterranean"
Le palais du bonheur,France,Villebon-sur-Yvette,"Chinese, Japanese, Thai"
La Scuderia,France,Villebon-sur-Yvette,Italian
Restaurant la Prairie,France,Villebon-sur-Yvette,French
Flunch,France,Villebon-sur-Yvette,French
Ayako sushi villebon 2,France,Villebon-sur-Yvette,"Japanese, Sushi, Asian"
M Wok,France,Villebon-sur-Yvette,"Chinese, Japanese, Asian, Vietnamese"
Oishi Sushi,France,Villebon-sur-Yvette,Japanese
McDonald's,France,Villebon-sur-Yvette,
Au Spicy,France,Villebon-sur-Yvette,French
Restaurant L'Entreprise,France,Villebon-sur-Yvette,"French, Street Food"
La Rocade,France,Villebon-sur-Yvette,"French, Pub, Dining bars"
L'acacia,France,Villebon-sur-Yvette,
Enfin Gourmet,France,Orsay,French
"Le Tabac du Centre ,Brasserie du centre",France,Orsay,Vietnamese
Trattoria Belinda,France,Orsay,"Italian, Pizza, Mediterranean"
Le 63,France,Orsay,"Italian, American"
La Cafet' du Club ATO,France,Orsay,French
Minato,France,Orsay,
Pizzarium,France,Orsay,Pizza
Domino's Pizza Orsay,France,Orsay,Pizza
Samouraï,France,Orsay,
Boulangerie Marie Blachere,France,Orsay,
Le Gramophone,France,Orsay,"French, Brew Pub, Pub, Wine Bar, Dining bars"
Pizza César,France,Orsay,"Italian, Pizza"
Le Sémillant,France,Orsay,"French, Italian"
Thali Bar,France,Orsay,
La Papaye Verte,France,Orsay,"Asian, Thai"
Terre d'Armor,France,Orsay,French
Pizzeria LA GUICHETTA,France,Orsay,"Italian, Pizza"
Le Palais D'orsay,France,Orsay,"Asian, Chinese, Japanese"
Restaurant Asia,France,Orsay,"Vietnamese, Asian"
Restaurant Mon Liban,France,Orsay,"Lebanese, Middle Eastern, Mediterranean"
Au Soleil du Maroc,France,Orsay,"Moroccan, Mediterranean, Middle Eastern"
Osaka-Orsay,France,Orsay,"Japanese, Sushi, Asian"
Les Agapes,France,Orsay,
Allo-Pizza Orsay,France,Orsay,Pizza
Speed Rabbit Pizza,France,Orsay,"Pizza, Italian"
Aquarelle café,France,Orsay,"French, Bar, Pub"
Chez Camille,France,Orsay,"French, European"
Le Pepino,France,Beaumontel,Italian
Auberge des Granges,France,Bessas,"French, European"
Le Vieux Figuier,France,Bessas,"French, European"
Aux Berges de la Biesme,France,Les Islettes,French
J.Multari Gattieres,France,Gattieres,"Cafe, Italian, French"
Hostellerie Provençale,France,Gattieres,
La Merenda de la Place,France,Gattieres,French
L'Attrap' Gourmand,France,Gattieres,French
La Merenda de la Place,France,Gattieres,"Mediterranean, French"
L'Aromatic,France,Gattieres,Fast food
Le Manon,France,Gattieres,"French, Mediterranean, European"
McDonalds Gattieres,France,Gattieres,Fast food
La Friterie Agnes,France,La Flamengrie,
Crousti'Pizzas,France,d'Erdre-Auxence,Pizza
Restaurant le Val de Cesse,France,Mirepeisset,French
Complexe La Garenne,France,Mirepeisset,"French, Mediterranean"
La ferme de Presles,France,Nanteuil-la-Foret,French
La Terrasse,France,Mercin-et-Vaux,French
The Fork & Beaver,France,Pignans,"French, Asian, Contemporary, Middle Eastern, Central American"
La Petite Auberge,France,Pignans,French
Bar Des Sports,France,Pignans,"French, Bar, Barbecue, Pub"
Gusto & Sapori,France,Pignans,"Italian, Sicilian, Northern-Italian, Central-Italian, Southern-Italian"
Restaurant La Bergerie,France,Pignans,French
Le Bien Etre,France,Pignans,French
Le XV De Depart,France,Pignans,French
Le Domaine De Dony,France,Balbins,French
La Roseraie,France,Fontenay-aux-Roses,International
Bistrot de la Gare,France,Fontenay-aux-Roses,"French, Bar, Pub"
Chrono pizza,France,Fontenay-aux-Roses,"Pizza, Fast food"
Novecento,France,Fontenay-aux-Roses,"Italian, Mediterranean, European"
Le Comptoir des Pipelettes,France,Fontenay-aux-Roses,"American, Healthy"
Pizza Di-napoli,France,Fontenay-aux-Roses,
Par faim d'aromes,France,Fontenay-aux-Roses,French
Sitar,France,Fontenay-aux-Roses,"Indian, Asian"
Pizzeria Monte Cassino,France,Fontenay-aux-Roses,"Italian, Pizza, Romana, Lazio, Central-Italian"
YAMATO,France,Fontenay-aux-Roses,"Japanese, Asian, Sushi"
L Arganier,France,Fontenay-aux-Roses,"Moroccan, Mediterranean, Middle Eastern"
L'Odyssee,France,Fontenay-aux-Roses,French
Kyoto,France,Fontenay-aux-Roses,"Japanese, Sushi"
Innovizza,France,Fontenay-aux-Roses,"Italian, Pizza"
L'indien coin,France,Fontenay-aux-Roses,"Indian, Middle Eastern"
La Roseliere,France,Faramans,"French, Pizza"
Banette,France,Sainte-Foy-d'Aigrefeuille,
Le Paille en Queue,France,Sainte-Foy-d'Aigrefeuille,French
La Cuisine de dany,France,Sainte-Foy-d'Aigrefeuille,"French, Italian"
Bar Du Centre,France,Privas,French
Durand Bruno Boulangerie,France,Privas,
Restaurant La Bergerie,France,Privas,French
Basilic & Co Privas,France,Privas,"Italian, Pizza"
Comptoir Nama no,France,Privas,"Japanese, Sushi, Asian"
Kebab Le Sultan,France,Privas,French
Pizza Chez Nico,France,Privas,Italian
La Bergerie,France,Privas,
Boulangerie Marie Blachere,France,Privas,
Chez Vanneth,France,Privas,Asian
My Beers Privas,France,Privas,
Hotel Restaurant Les Châtaigniers,France,Privas,French
Tranche de Cake,France,Privas,Cafe
O'Grill,France,Privas,
La Chevre privadoise,France,Privas,French
Le Moulin Du Lac,France,Privas,
Boulangerie Gensel,France,Privas,
La Bogue,France,Privas,
Bistro Resto Chez Lulu,France,Privas,French
La Petite Chaumière,France,Privas,French
Les Jardins de Marrakech,France,Privas,
Bouchon Litteraire,France,Privas,"French, Cafe"
Restaurant le Corentin,France,Privas,"French, European"
Le milhancello,France,Privas,"Italian, Pizza"
Brasserie le Saint Louis Privas,France,Privas,"French, Bar, European, Gastropub"
La Houbl'ane,France,Privas,French
Le Petit Resto,France,Privas,"French, European"
L'Estello,France,Privas,French
Pizzeria Rebirth,France,Privas,"Pizza, Italian, French"
Restaurant Le Pekin,France,Privas,"Asian, Vietnamese, Chinese"
McDonald's,France,Privas,Fast food
Istanbul,France,Solesmes,
Saint Python,France,Solesmes,French
La Taverne,France,Solesmes,"French, Brew Pub, Cafe, Grill, Gastropub"
Le Boux du Monde,France,Bouxurulles,"French, Contemporary"
Auberge du Stock,France,Langatte,French
Lou Sounal,France,Viols-en-Laval,French
Guinguette Du Grand Tournant,France,Peyremale,French
Brasserie Thalia & Lila,France,Bosroumois,French
Le Clarange,France,Bosroumois,French
La Croisee des Saveurs,France,Beaufour-Druval,"French, European"
La Rivière,France,Conques en Rouergue,"French, Barbecue"
Restaurant Le Sainte Foy,France,Conques en Rouergue,French
La Table d'Hervé Busset,France,Conques en Rouergue,"French, Healthy"
Le Comptoir De Germain,France,Conques en Rouergue,French
Le Comptoir de Germain,France,Conques en Rouergue,"French, Cafe, Dining bars"
Les Chenets,France,Saint-Julien-en-Champsaur,French
Restaurant Plan D'eau Du Champsaur,France,Saint-Julien-en-Champsaur,"Dining bars, French"
La Gourmandine,France,La Bazoge-Montpincon,French
Auberge du Doulon,France,Saint-Didier-sur-Doulon,French
La Vague,France,Plouezoc'h,French
Cafe Du Port,France,Plouezoc'h,"French, Seafood, European"
Kastell an Tarv,France,Plouezoc'h,French
Les Orgues de la Santoire,France,Saint-Bonnet-de-Condat,"French, Pizza"
La Grande Récrée,France,Bouere,French
Pizzeria La Regionna,France,Dogneville,Pizza
Snack 88,France,Dogneville,"French, Fast food"
L'Auberge Basque,France,Ozon,French
Le Totem,France,Pihem,French
A la Table de Lydia,France,Bruay-sur-l\u2019Escaut,French
My pizza,France,Beaupreau-en-Mauges,Pizza
Le Colporteur,France,Beaupreau-en-Mauges,French
Kiosque à pizza,France,Beaupreau-en-Mauges,
Restaurant Le 1825 - La Table,France,Beaupreau-en-Mauges,French
La Bonne Pin'te,France,Beaupreau-en-Mauges,"French, Bar, Cafe, Fast food, Pub, Dining bars"
Les Enfants Terribles,France,Beaupreau-en-Mauges,French
Le Moine Joyeux,France,Montchauvet,"French, British"
Le Quinsois,France,Quins,French
Le Dé Vert,France,La Robine-sur-Galabre,"French, Bar, Cafe, Deli"
Le Relais des postes,France,Aiguebelle,French
Frate Snack Kebab,France,Aiguebelle,"Turkish, Greek"
Joa Pizza,France,Aiguebelle,Pizza
Chez Camille,France,Saint-Martin-de-la-Porte,"French, Diner"
Le Saint Martin,France,Saint-Martin-de-la-Porte,French
Le Saint Cochon,France,Beaumontois-en-Perigord,"French, Belgian, European"
La Granje,France,La Capelle-les-Boulogne,"French, Bar, Seafood"
L'Auberge Capelloise,France,La Capelle-les-Boulogne,French
La Calèche,France,Cournon,French
Les Jardins Sauvages,France,Cournon,French
Auberge du Prieuré,France,Le Sen,Deli
Charcuterie Pierre Louis Pistorozzi,France,Ville-di-Paraso,"French, Mediterranean, Gastropub"
Mulino Nannaré,France,Ville-di-Paraso,Italian
Chez Nono,France,Joue-l'Abbe,"French, Thai"
Auberge De Larodde,France,Larodde,French
"L'Unico Côté Jardin, au clos de la perriere",France,Sebourg,"Gastropub, French, European"
Le Merelis,France,Mereville,French
Bistronomica,France,Segre-en-Anjou Bleu,"French, European"
Le Gambetta,France,Segre-en-Anjou Bleu,"French, European"
A Casana Charcuterie Ceccaldi,France,Pietralba,French
Monte Rosso,France,Pietralba,"Italian, French, Pizza, European"
"Boulangerie "" Les Portes de la Balagne """,France,Pietralba,"Bar, Cafe, Fast food, Pub"
Pizzeria U San Roccu,France,Pietralba,French
Des Lys du chateau,France,Saint-Vidal,French
Le Clos des Cedres,France,Bonnac-la-Cote,"French, European"
L’Ancelois,France,Saint-Julien-d'Ance,French
Cafe Restaurant Bros,France,Prinsuejols-Malbouzon,French
L'Entracte,France,Volmerange-les-Mines,French
La Table de Durfort,France,Durfort,French
Bar Le Cyrano,France,Durfort,"French, Fast food"
Le Relais de la Foret,France,Dompierre,French
Ferme Auberge du Montet,France,Les Salelles,French
Auberge du Montet Restaurant,France,Les Salelles,French
Pizzburger,France,Pont-d'Ain,"Fast food, Italian, Pizza"
Restaurant Des Allies,France,Pont-d'Ain,French
Pizzeria Le 6,France,Pont-d'Ain,"Pizza, Italian"
Restaurant Le Terminus,France,Pont-d'Ain,"French, European"
L'O A La Bouche,France,Pont-d'Ain,French
Kashmir Tandoori,France,Pont-d'Ain,"Indian, Fast food, Middle Eastern"
Ets Gouguec - Producteur,France,Larmor-Baden,"Seafood, French"
Ô Fil de l’Eau,France,Larmor-Baden,"French, Seafood, Asian"
Huitres Crénéguy Larmor Baden,France,Larmor-Baden,"French, Seafood"
LA TABLE DU PARC FÉTAN,France,Larmor-Baden,French
La Cabane,France,Larmor-Baden,
Aux Huitres Et Caetera,France,Larmor-Baden,Seafood
Bar Brasserie le Plein Sud,France,Larmor-Baden,French
La Folie Berder,France,Larmor-Baden,French
La Voile Blanche,France,Larmor-Baden,"French, Bar, European, Gastropub"
aux p'tits plaisirs,France,Larmor-Baden,French
Courtepaille,France,Monnaie,"European, Eastern European, Central European, French"
L'Epicurien,France,Monnaie,"French, European"
Les Comptoirs Casino,France,Monnaie,
Le Pizzaiolo,France,Monnaie,"Italian, Pizza"
Autogrill Côté France,France,Monnaie,
Cafe Restaurant l'Oree du Bois,France,Monnaie,French
Chez Seb,France,Houdain-lez-Bavay,"French, Belgian, European"
Macadam,France,Montilliers,Dining bars
Auberge du Gaulois,France,Bonnevaux,"French, Bar, Pizza, Cafe, Diner"
Auberge de la Haute Joux,France,Bonnevaux,"French, European, Contemporary, Fusion, Diner, Gastropub, Pub"
Chez Vincent,France,Sainte-Genevieve,"French, International"
Mediterranée,France,Sainte-Genevieve,Fast food
La Terrasse de l'Autize,France,Ardin,"French, European"
Chez Lili,France,La Saulce,French
Le moineaux rouge,France,Bourdeaux,"French, International, Healthy"
La Table d'Aimer,France,Bourdeaux,"European, French"
Snack des Tortelles,France,Bourdeaux,French
Les Bois Du Chatelas,France,Bourdeaux,French
Le Cafe du Centre,France,Bourdeaux,French
Chalet Chinal Donat,France,Orelle,"French, European"
La Pizza des Pres,France,Brenat,Pizza
Le Relais Thelusien,France,Thelus,"Gastropub, French"
L'évidence,France,Chevannes,Contemporary
Le Chris'To,France,Felines,"Italian, French, Pizza, Barbecue"
Auberge de Chamborne,France,Felines,French
Le Chalet,France,Felines,French
Pizza D'oc Arthès,France,Arthes,Pizza
Restaurant Caillat,France,Montagnieu,"French, Bar, Cafe, Pub"
La Table De Fleury,France,Fleury,
Chez Sam,France,Fleury,"French, Mediterranean"
Bubble Café,France,Fleury,French
Les Mouettes,France,Fleury,"French, Mediterranean"
D'Ici Et D'Ailleurs,France,Fleury,French
Epicerie Du Soleil Chez Nyle,France,Fleury,
L Espadon Restaurant,France,Fleury,French
Restaurant le Perignan,France,Fleury,French
La Tulipe Noire,France,Fleury,"French, Mediterranean, European"
Chez Milou (pizza milou),France,Fleury,"Pizza, Cafe, Fast food, Pub, French, Brew Pub"
Lou Cabanaire,France,Fleury,French
Le Canotier,France,Fleury,French
La Brochette,France,Fleury,Pizza
Pizzeria les remparts,France,Fleury,"Italian, Pizza"
Auberge Fleurie,France,Fleury,"European, Diner, Central European, French"
Chez Lucas,France,Saze,"French, Pub, Gastropub"
Dolce Vita,France,Saze,"Italian, Pizza, Street Food"
Bistrot des Platanes,France,Saze,French
Romarin,France,Saze,French
L'altoirois'e,France,Autoire,
Auberge de La Fontaine,France,Autoire,"French, European"
La Cascade,France,Autoire,French
Delice Kebab,France,Brehal,"Turkish, Greek"
Le Salin,France,Brehal,
La Carperie,France,Brehal,French
Tylou Creperie,France,Brehal,"Cafe, French"
Au bout de la plage,France,Brehal,
Le Vin Qui Chante,France,Brehal,French
La Douzaine,France,Brehal,Seafood
Le Retro,France,Brehal,"French, Bar, Pub"
La Vigie Bar-Restaurant St Martin de Brehal,France,Brehal,"French, European"
M pizza,France,Brehal,"Pizza, Italian"
Chez Greg,France,Brehal,Pizza
Rodrigues Leitao Claudia,France,Saudoy,"French, Pub, Gastropub"
Le Campagnard,France,Chilly,French
La Bodega,France,Arette,French
Restaurant Gouaillardeu,France,Arette,"French, European"
Restaurant de l'Ours,France,Arette,French
Restaurant le Teide la Pierre Saint Martin,France,Arette,French
Le Foehn,France,Arette,"French, Steakhouse, Barbecue"
Spatule et Fourchette,France,Arette,French
le chalet tivoli,France,Arette,"Grill, French, Italian"
Le Snow Bar,France,Arette,"French, Contemporary"
Le Cayolar,France,Arette,French
Aux Gars de la Route,France,Jouy-le-Chatel,French
La Maison Grenouille,France,Perignat-sur-Allier,French
La Maison des Delices,France,Achenheim,"Cafe, Fast food, European"
La Taverna di Pompei,France,Achenheim,
Le Sineipy,France,Roissard,French
Aux 2 Daims,France,Roissard,French
Restaurant Aux Deux Daims,France,Roissard,"French, European"
Le Mas Du Capucin,France,Roissard,French
Le P'tit Resto,France,Saint-Etienne-des-Sorts,French
La Pergola,France,Saint-Etienne-des-Sorts,"European, Contemporary, Gastropub, Eastern European, French, Pub"
Chez Flo,France,Saint-Pierre-Brouck,"French, European"
Chez Rene,France,Muro,"Pizza, Italian, French"
Bar restaurant O'2C,France,Muro,French
O'2c,France,Muro,"Italian, French, Central-Italian"
Le Resto'Rond,France,Savines-le-Lac,French
La Galejade,France,Savines-le-Lac,
Au Happy Day,France,Savines-le-Lac,"French, Cafe, Dining bars, European"
Le Bus,France,Savines-le-Lac,"French, Fast food"
Savines-le Lac,France,Savines-le-Lac,
Le Tribord Panoramique,France,Savines-le-Lac,"French, European"
Le 360,France,Savines-le-Lac,French
Le Relais fleuri,France,Savines-le-Lac,"French, European, Grill"
Chez Barulo,France,Savines-le-Lac,"Pizza, Italian, French, Bar"
Les Flots Bleus,France,Savines-le-Lac,"French, European"
Le Tip Top,France,Savines-le-Lac,"Brew Pub, Pizza, Street Food, Pub"
La Combe d'Or,France,Savines-le-Lac,"French, European"
Le provence,France,Savines-le-Lac,"European, Italian, French"
La Chaise Longue,France,Savines-le-Lac,French
La Cassolette,France,Savines-le-Lac,French
Eden Lac RESTAURANT,France,Savines-le-Lac,"French, European"
Auberge De L'Ecole,France,Saint-Julien-Labrousse,French
Le Capri,France,Trevenans,Italian
Le Chalet de la Trappe,France,Hautecour,"French, Wine Bar"
Saloon de la Reine Margot,France,Salledes,French
Le Virage,France,Bordes,"Mexican, Pizza, Italian"
Le Saint Vincent,France,Mesland,
Le Clos de la Bussiere,France,Semelay,"French, European"
Bistrot des Arts,France,Breville,
Hostellerie Clau del Loup,France,Anglars-Juillac,"French, European"
Restaurant La Palombiere,France,Anglars-Juillac,French
Ferme Auberge de Biorne,France,Lunas,French
Hotel Manoir de Gravezon,France,Lunas,French
Le Coq Hardi,France,Availles-en-Chatellerault,French
Avarum,France,Ay-Champagne,"French, European"
L’Original Restaurant,France,Ay-Champagne,Italian
La Marine,France,Bisseuil,French
Restaurant du Golf de Combles,France,Combles-en-Barrois,French
Restaurant L’Armoise,France,Riel-les-Eaux,French
Le Green,France,Detrier,"French, European"
Le Grognon & Ses Délices,France,Berthelming,French
Chez Gabriel Resto Guinguette,France,Lacourt-Saint-Pierre,French
Chez Cécé,France,Egriselles-le-Bocage,"Italian, French"
Le canard dans le bocage,France,Egriselles-le-Bocage,Catalan
L'Auberge d'Égriselles,France,Egriselles-le-Bocage,Dining bars
